location,                                                   type,           hint,                 scene,                          id,                         item
Kakariko Song Shadow,                                       npc,            RAVAGED_VILLAGE,      KAKARIKO_VILLAGE,               SHEIK_SHADOW,               SONG_TP_SHADOW
Kakariko Man on Roof,                                       npc,            NONE,                 KAKARIKO_VILLAGE,               KAKARIKO_ROOF_MAN,          HEART_PIECE
Kakariko Impa House HP,                                     collectible,    NONE,                 IMPA_HOUSE,                     0x01,                       HEART_PIECE
Kakariko Grotto Front,                                      chest,          NONE,                 GROTTOS,                        0x0a,                       RUPEE_HUGE
Kakariko Grotto Back,                                       chest,          NONE,                 GROTTOS,                        0x08,                       RUPEE_RED
Kakariko GS Roof,                                           gs,             NONE,                 KAKARIKO_VILLAGE,               0x8e,                       GS_TOKEN
Kakariko GS Shooting Gallery,                               gs,             NONE,                 KAKARIKO_VILLAGE,               0x8b,                       GS_TOKEN
Kakariko GS Tree,                                           gs,             NONE,                 KAKARIKO_VILLAGE,               0x8d,                       GS_TOKEN
Kakariko GS House of Skulltula,                             gs,             NONE,                 KAKARIKO_VILLAGE,               0x8c,                       GS_TOKEN
Kakariko GS Bazaar,                                         gs,             NONE,                 KAKARIKO_VILLAGE,               0x89,                       GS_TOKEN
Kakariko GS Ladder,                                         gs,             NONE,                 KAKARIKO_VILLAGE,               0x8a,                       GS_TOKEN
Kakariko Potion Shop Odd Potion,                            npc,            NONE,                 KAKARIKO_POTION_SHOP,           TRADE_ODD_POTION,           ODD_POTION
Kakariko Cow,                                               cow,            NONE,                 KAKARIKO_VILLAGE,               0x06,                       MILK
Kakariko Bazaar Item 1,                                     shop,           NONE,                 BAZAAR,                         0x30,                       ARROWS_5
Kakariko Bazaar Item 2,                                     shop,           NONE,                 BAZAAR,                         0x31,                       ARROWS_10
Kakariko Bazaar Item 3,                                     shop,           NONE,                 BAZAAR,                         0x32,                       ARROWS_30
Kakariko Bazaar Item 4,                                     shop,           NONE,                 BAZAAR,                         0x33,                       STICK
Kakariko Bazaar Item 5,                                     shop,           NONE,                 BAZAAR,                         0x34,                       BOMBS_5
Kakariko Bazaar Item 6,                                     shop,           NONE,                 BAZAAR,                         0x35,                       RECOVERY_HEART
Kakariko Bazaar Item 7,                                     shop,           NONE,                 BAZAAR,                         0x36,                       NUTS_5
Kakariko Bazaar Item 8,                                     shop,           NONE,                 BAZAAR,                         0x37,                       SHIELD_HYLIAN
Kakariko Potion Shop Item 1,                                shop,           NONE,                 KAKARIKO_POTION_SHOP,           0x38,                       FISH
Kakariko Potion Shop Item 2,                                shop,           NONE,                 KAKARIKO_POTION_SHOP,           0x39,                       BUG
Kakariko Potion Shop Item 3,                                shop,           NONE,                 KAKARIKO_POTION_SHOP,           0x3a,                       POE
Kakariko Potion Shop Item 4,                                shop,           NONE,                 KAKARIKO_POTION_SHOP,           0x3b,                       NUTS_5
Kakariko Potion Shop Item 5,                                shop,           NONE,                 KAKARIKO_POTION_SHOP,           0x3c,                       BLUE_FIRE
Kakariko Potion Shop Item 6,                                shop,           NONE,                 KAKARIKO_POTION_SHOP,           0x3d,                       FAIRY
Kakariko Potion Shop Item 7,                                shop,           NONE,                 KAKARIKO_POTION_SHOP,           0x3e,                       POTION_GREEN
Kakariko Potion Shop Item 8,                                shop,           NONE,                 KAKARIKO_POTION_SHOP,           0x3f,                       POTION_RED
Graveyard Dampe Game,                                       collectible,    NONE,                 GRAVEYARD,                      0x1f,                       HEART_PIECE
Graveyard ReDead Tomb,                                      chest,          NONE,                 TOMB_REDEAD,                    0x00,                       HEART_PIECE
Graveyard Royal Tomb Song,                                  npc,            NONE,                 TOMB_ROYAL,                     ROYAL_TOMB_SONG,            SONG_SUN
Graveyard Royal Tomb Chest,                                 chest,          NONE,                 TOMB_ROYAL,                     0x00,                       BOMBS_5
Graveyard Fairy Tomb,                                       chest,          NONE,                 TOMB_FAIRY,                     0x00,                       SHIELD_HYLIAN
Graveyard Dampe Tomb Reward 1,                              chest,          NONE,                 TOMB_DAMPE_WINDMILL,            0x00,                       HOOKSHOT
Graveyard Dampe Tomb Reward 2,                              collectible,    NONE,                 TOMB_DAMPE_WINDMILL,            0x07,                       HEART_PIECE
Graveyard Crate HP,                                         collectible,    NONE,                 GRAVEYARD,                      0x04,                       HEART_PIECE
Graveyard GS Soil,                                          gs,             NONE,                 GRAVEYARD,                      0x88,                       GS_TOKEN
Graveyard GS Wall,                                          gs,             NONE,                 GRAVEYARD,                      0x8f,                       GS_TOKEN
Death Mountain Chest,                                       chest,          NONE,                 DEATH_MOUNTAIN_TRAIL,           0x01,                       RUPEE_PURPLE
Death Mountain HP,                                          collectible,    NONE,                 DEATH_MOUNTAIN_TRAIL,           0x1e,                       HEART_PIECE
Death Mountain Prescription,                                npc,            NONE,                 DEATH_MOUNTAIN_TRAIL,           TRADE_PRESCRIPTION,         PRESCRIPTION
Death Mountain Claim Check,                                 npc,            NONE,                 DEATH_MOUNTAIN_TRAIL,           TRADE_CLAIM_CHECK,          CLAIM_CHECK
Death Mountain Biggoron Sword,                              npc,            NONE,                 DEATH_MOUNTAIN_TRAIL,           TRADE_BIGGORON_SWORD,       SWORD_BIGGORON
Death Mountain Grotto,                                      chest,          NONE,                 GROTTOS,                        0x17,                       RUPEE_HUGE
Death Mountain GS Entrance,                                 gs,             NONE,                 DEATH_MOUNTAIN_TRAIL,           0x82,                       GS_TOKEN
Death Mountain GS Soil,                                     gs,             NONE,                 DEATH_MOUNTAIN_TRAIL,           0x81,                       GS_TOKEN
Death Mountain GS Above Dodongo,                            gs,             NONE,                 DEATH_MOUNTAIN_TRAIL,           0x83,                       GS_TOKEN
Death Mountain GS Before Climb,                             gs,             NONE,                 DEATH_MOUNTAIN_TRAIL,           0x84,                       GS_TOKEN
Death Mountain Cow,                                         cow,            NONE,                 DEATH_MOUNTAIN_TRAIL,           0x07,                       MILK
Darunia,                                                    npc,            NONE,                 GORON_CITY,                     DARUNIA_BRACELET,           STRENGTH
Goron City Maze Center 1,                                   chest,          NONE,                 GORON_CITY,                     0x02,                       RUPEE_PURPLE
Goron City Maze Center 2,                                   chest,          NONE,                 GORON_CITY,                     0x01,                       RUPEE_PURPLE
Goron City Maze Left,                                       chest,          NONE,                 GORON_CITY,                     0x00,                       RUPEE_HUGE
Goron City Big Pot HP,                                      collectible,    NONE,                 GORON_CITY,                     0x1f,                       HEART_PIECE
Goron City Tunic,                                           npc,            NONE,                 GORON_CITY,                     GORON_LINK_TUNIC,           TUNIC_GORON
Goron City Bomb Bag,                                        npc,            NONE,                 GORON_CITY,                     GORON_BOMB_BAG,             BOMB_BAG
Goron City Medigoron Giant Knife,                           npc,            NONE,                 GORON_CITY,                     MEDIGORON,                  SWORD_KNIFE
Goron City GS Platform,                                     gs,             NONE,                 GORON_CITY,                     0x85,                       GS_TOKEN
Goron City GS Maze,                                         gs,             NONE,                 GORON_CITY,                     0x86,                       GS_TOKEN
Goron City Grotto Left Scrub,                               scrub,          NONE,                 GROTTOS,                        0x0b,                       NUTS_5
Goron City Grotto Center Scrub,                             scrub,          NONE,                 GROTTOS,                        0x0c,                       DEKU_SEEDS_30
Goron City Grotto Right Scrub,                              scrub,          NONE,                 GROTTOS,                        0x0d,                       BOMBS_5
Goron Shop Item 1,                                          shop,           NONE,                 GORON_CITY,                     0x18,                       RECOVERY_HEART
Goron Shop Item 2,                                          shop,           NONE,                 GORON_CITY,                     0x19,                       RECOVERY_HEART
Goron Shop Item 3,                                          shop,           NONE,                 GORON_CITY,                     0x1a,                       POTION_RED
Goron Shop Item 4,                                          shop,           NONE,                 GORON_CITY,                     0x1b,                       TUNIC_GORON
Goron Shop Item 5,                                          shop,           NONE,                 GORON_CITY,                     0x1c,                       BOMBS_5
Goron Shop Item 6,                                          shop,           NONE,                 GORON_CITY,                     0x1d,                       BOMBS_10
Goron Shop Item 7,                                          shop,           NONE,                 GORON_CITY,                     0x1e,                       BOMBS_20
Goron Shop Item 8,                                          shop,           NONE,                 GORON_CITY,                     0x1f,                       BOMBS_30
Death Mountain Crater Alcove HP,                            collectible,    NONE,                 DEATH_MOUNTAIN_CRATER,          0x02,                       HEART_PIECE
Death Mountain Crater Volcano HP,                           collectible,    NONE,                 DEATH_MOUNTAIN_CRATER,          0x08,                       HEART_PIECE
Death Mountain Crater Sheik Song,                           npc,            NONE,                 DEATH_MOUNTAIN_CRATER,          SHEIK_FIRE,                 SONG_TP_FIRE
Death Mountain Crater Grotto,                               chest,          NONE,                 GROTTOS,                        0x1a,                       BOMBS_20
Death Mountain Crater Scrub Child,                          scrub,          NONE,                 DEATH_MOUNTAIN_CRATER,          0x0e,                       BOMBS_5
Death Mountain Crater Grotto Left Scrub,                    scrub,          NONE,                 GROTTOS,                        0x0f,                       NUTS_5
Death Mountain Crater Grotto Center Scrub,                  scrub,          NONE,                 GROTTOS,                        0x10,                       DEKU_SEEDS_30
Death Mountain Crater Grotto Right Scrub,                   scrub,          NONE,                 GROTTOS,                        0x11,                       BOMBS_5
Death Mountain Crater GS Soil,                              gs,             NONE,                 DEATH_MOUNTAIN_CRATER,          0x80,                       GS_TOKEN
Death Mountain Crater GS Crate,                             gs,             NONE,                 DEATH_MOUNTAIN_CRATER,          0x87,                       GS_TOKEN
Zora River HP Pillar,                                       collectible,    NONE,                 ZORA_RIVER,                     0x04,                       HEART_PIECE
Zora River HP Platform,                                     collectible,    NONE,                 ZORA_RIVER,                     0x0b,                       HEART_PIECE
Zora River Bean Seller,                                     npc,            NONE,                 ZORA_RIVER,                     BEAN_SELLER,                MAGIC_BEAN
Zora River Frogs Storms,                                    npc,            NONE,                 ZORA_RIVER,                     FROGS_STORMS,               HEART_PIECE
Zora River Frogs Game,                                      npc,            FROGS_FINAL,          ZORA_RIVER,                     FROGS_GAME,                 HEART_PIECE
Zora River Grotto,                                          chest,          NONE,                 GROTTOS,                        0x09,                       RUPEE_RED
Zora River Storms Grotto Front Scrub,                       scrub,          NONE,                 GROTTOS,                        0x12,                       POTION_GREEN
Zora River Storms Grotto Back Scrub,                        scrub,          NONE,                 GROTTOS,                        0x13,                       POTION_RED
Zora River GS Tree,                                         gs,             NONE,                 ZORA_RIVER,                     0x91,                       GS_TOKEN
Zora River GS Ladder,                                       gs,             NONE,                 ZORA_RIVER,                     0x90,                       GS_TOKEN
Zora River GS Near Grotto,                                  gs,             NONE,                 ZORA_RIVER,                     0x94,                       GS_TOKEN
Zora River GS Near Bridge,                                  gs,             NONE,                 ZORA_RIVER,                     0x93,                       GS_TOKEN
Zora Domain Waterfall Chest,                                chest,          NONE,                 ZORA_DOMAIN,                    0x00,                       HEART_PIECE
Zora Domain Diving Game,                                    npc,            NONE,                 ZORA_DOMAIN,                    ZORA_DIVING_GAME,           SCALE
Zora Domain Tunic,                                          npc,            ZORA_KING,            ZORA_DOMAIN,                    ZORA_KING_TUNIC,            TUNIC_ZORA
Zora Domain Eyeball Frog,                                   npc,            ZORA_KING,            ZORA_DOMAIN,                    TRADE_EYEBALL_FROG,         EYEBALL_FROG
Zora Domain GS Waterfall,                                   gs,             NONE,                 ZORA_DOMAIN,                    0x96,                       GS_TOKEN
Zora Shop Item 1,                                           shop,           NONE,                 ZORA_SHOP,                      0x10,                       POTION_RED
Zora Shop Item 2,                                           shop,           NONE,                 ZORA_SHOP,                      0x11,                       ARROWS_30
Zora Shop Item 3,                                           shop,           NONE,                 ZORA_SHOP,                      0x12,                       FISH
Zora Shop Item 4,                                           shop,           NONE,                 ZORA_SHOP,                      0x13,                       NUTS_5
Zora Shop Item 5,                                           shop,           NONE,                 ZORA_SHOP,                      0x14,                       ARROWS_5
Zora Shop Item 6,                                           shop,           NONE,                 ZORA_SHOP,                      0x15,                       ARROWS_10
Zora Shop Item 7,                                           shop,           NONE,                 ZORA_SHOP,                      0x16,                       TUNIC_ZORA
Zora Shop Item 8,                                           shop,           NONE,                 ZORA_SHOP,                      0x17,                       RECOVERY_HEART
Zora Fountain Iceberg HP,                                   collectible,    NONE,                 ZORA_FOUNTAIN,                  0x01,                       HEART_PIECE
Zora Fountain Bottom HP,                                    collectible,    NONE,                 ZORA_FOUNTAIN,                  0x14,                       HEART_PIECE
Zora Fountain GS Wall,                                      gs,             NONE,                 ZORA_FOUNTAIN,                  0x92,                       GS_TOKEN
Zora Fountain GS Tree,                                      gs,             NONE,                 ZORA_FOUNTAIN,                  0x97,                       GS_TOKEN
Zora Fountain GS Upper,                                     gs,             NONE,                 ZORA_FOUNTAIN,                  0x95,                       GS_TOKEN
Lake Hylia Underwater Bottle,                               npc,            NONE,                 LAKE_HYLIA,                     RUTO_LETTER,                RUTO_LETTER
Lake Hylia Fire Arrow,                                      npc,            NONE,                 LAKE_HYLIA,                     FIRE_ARROW,                 ARROW_FIRE
Lake Hylia HP,                                              collectible,    NONE,                 LAKE_HYLIA,                     0x1e,                       HEART_PIECE
Lake Hylia Grotto Left Scrub,                               scrub,          NONE,                 GROTTOS,                        0x14,                       NUTS_5
Lake Hylia Grotto Center Scrub,                             scrub,          NONE,                 GROTTOS,                        0x15,                       DEKU_SEEDS_30
Lake Hylia Grotto Right Scrub,                              scrub,          NONE,                 GROTTOS,                        0x16,                       BOMBS_5
Lake Hylia GS Lab Wall,                                     gs,             NONE,                 LAKE_HYLIA,                     0x9a,                       GS_TOKEN
Lake Hylia GS Island,                                       gs,             NONE,                 LAKE_HYLIA,                     0x99,                       GS_TOKEN
Lake Hylia GS Soil,                                         gs,             NONE,                 LAKE_HYLIA,                     0x98,                       GS_TOKEN
Lake Hylia GS Big Tree,                                     gs,             NONE,                 LAKE_HYLIA,                     0x9c,                       GS_TOKEN
Laboratory Dive,                                            npc,            NONE,                 LABORATORY,                     LABORATORY_DIVE,            HEART_PIECE
Laboratory Eye Drops,                                       npc,            NONE,                 LABORATORY,                     TRADE_EYE_DROPS,            EYE_DROPS
Laboratory GS Crate,                                        gs,             NONE,                 LABORATORY,                     0x9b,                       GS_TOKEN
Fishing Pond Child,                                         npc,            FISHING,              FISHING_POND,                   FISH_CHILD,                 HEART_PIECE
Fishing Pond Adult,                                         npc,            FISHING,              FISHING_POND,                   FISH_ADULT,                 SCALE
Lon Lon Ranch Malon Song,                                   npc,            NONE,                 LON_LON_RANCH,                  MALON_SONG,                 SONG_EPONA
Lon Lon Ranch Silo HP,                                      collectible,    NONE,                 RANCH_HOUSE_SILO,               0x01,                       HEART_PIECE
Lon Lon Ranch Talon Bottle,                                 npc,            NONE,                 RANCH_HOUSE_SILO,               TALON_BOTTLE,               BOTTLE_MILK
Lon Lon Ranch GS Tree,                                      gs,             NONE,                 LON_LON_RANCH,                  0x63,                       GS_TOKEN
Lon Lon Ranch GS House,                                     gs,             NONE,                 LON_LON_RANCH,                  0x62,                       GS_TOKEN
Lon Lon Ranch GS Rain Shed,                                 gs,             NONE,                 LON_LON_RANCH,                  0x61,                       GS_TOKEN
Lon Lon Ranch GS Back Wall,                                 gs,             NONE,                 LON_LON_RANCH,                  0x60,                       GS_TOKEN
Lon Lon Ranch Stables Cow Left,                             cow,            NONE,                 LON_LON_RANCH,                  0x02,                       MILK
Lon Lon Ranch Stables Cow Right,                            cow,            NONE,                 LON_LON_RANCH,                  0x03,                       MILK
Lon Lon Ranch Silo Cow Front,                               cow,            NONE,                 LON_LON_RANCH,                  0x04,                       MILK
Lon Lon Ranch Silo Cow Back,                                cow,            NONE,                 LON_LON_RANCH,                  0x05,                       MILK
Lon Lon Ranch Grotto Left Scrub,                            scrub,          NONE,                 GROTTOS,                        0x08,                       NUTS_5
Lon Lon Ranch Grotto Center Scrub,                          scrub,          NONE,                 GROTTOS,                        0x09,                       DEKU_SEEDS_30
Lon Lon Ranch Grotto Right Scrub,                           scrub,          NONE,                 GROTTOS,                        0x0a,                       BOMBS_5
Hyrule Field Ocarina of Time,                               npc,            NONE,                 HYRULE_FIELD,                   OCARINA_TIME_ITEM,          OCARINA
Hyrule Field Song of Time,                                  npc,            NONE,                 HYRULE_FIELD,                   OCARINA_TIME_SONG,          SONG_TIME
Hyrule Field Grotto Scrub HP,                               scrub,          NONE,                 GROTTOS,                        0x07,                       HEART_PIECE
Hyrule Field Grotto Southeast,                              chest,          NONE,                 GROTTOS,                        0x02,                       RUPEE_RED
Hyrule Field Grotto Open,                                   chest,          NONE,                 GROTTOS,                        0x03,                       RUPEE_BLUE
Hyrule Field Grotto Market,                                 chest,          NONE,                 GROTTOS,                        0x00,                       RUPEE_BLUE
Hyrule Field Grotto Tektite HP,                             collectible,    NONE,                 GROTTOS,                        0x01,                       HEART_PIECE
Hyrule Field Grotto Near Kakariko GS,                       gs,             NONE,                 GROTTOS,                        0x59,                       GS_TOKEN
Hyrule Field Grotto Near Gerudo GS,                         gs,             NONE,                 GROTTOS,                        0x58,                       GS_TOKEN
Hyrule Field Cow,                                           cow,            NONE,                 HYRULE_FIELD,                   0x01,                       MILK
Market Dog Lady HP,                                         npc,            NONE,                 BACK_ALLEY_HOUSE,               DOG_LADY,                   HEART_PIECE
Market Pot House Big Poes,                                  npc,            NONE,                 GUARD_HOUSE,                    POE_COLLECTOR,              BOTTLE_EMPTY
Market Pot House GS,                                        gs,             NONE,                 GUARD_HOUSE,                    0x7b,                       GS_TOKEN
Market Bazaar Item 1,                                       shop,           NONE,                 BAZAAR,                         0x20,                       ARROWS_5
Market Bazaar Item 2,                                       shop,           NONE,                 BAZAAR,                         0x21,                       ARROWS_10
Market Bazaar Item 3,                                       shop,           NONE,                 BAZAAR,                         0x22,                       ARROWS_30
Market Bazaar Item 4,                                       shop,           NONE,                 BAZAAR,                         0x23,                       STICK
Market Bazaar Item 5,                                       shop,           NONE,                 BAZAAR,                         0x24,                       BOMBS_5
Market Bazaar Item 6,                                       shop,           NONE,                 BAZAAR,                         0x25,                       RECOVERY_HEART
Market Bazaar Item 7,                                       shop,           NONE,                 BAZAAR,                         0x26,                       NUTS_5
Market Bazaar Item 8,                                       shop,           NONE,                 BAZAAR,                         0x27,                       SHIELD_HYLIAN
Market Potion Shop Item 1,                                  shop,           NONE,                 MARKET_POTION_SHOP,             0x28,                       FISH
Market Potion Shop Item 2,                                  shop,           NONE,                 MARKET_POTION_SHOP,             0x29,                       BUG
Market Potion Shop Item 3,                                  shop,           NONE,                 MARKET_POTION_SHOP,             0x2a,                       POE
Market Potion Shop Item 4,                                  shop,           NONE,                 MARKET_POTION_SHOP,             0x2b,                       NUTS_5
Market Potion Shop Item 5,                                  shop,           NONE,                 MARKET_POTION_SHOP,             0x2c,                       BLUE_FIRE
Market Potion Shop Item 6,                                  shop,           NONE,                 MARKET_POTION_SHOP,             0x2d,                       FAIRY
Market Potion Shop Item 7,                                  shop,           NONE,                 MARKET_POTION_SHOP,             0x2e,                       POTION_GREEN
Market Potion Shop Item 8,                                  shop,           NONE,                 MARKET_POTION_SHOP,             0x2f,                       POTION_RED
Market Bombchu Shop Item 1,                                 shop,           NONE,                 BOMBCHU_SHOP,                   0x08,                       BOMBCHU_20
Market Bombchu Shop Item 2,                                 shop,           NONE,                 BOMBCHU_SHOP,                   0x09,                       BOMBCHU_20
Market Bombchu Shop Item 3,                                 shop,           NONE,                 BOMBCHU_SHOP,                   0x0a,                       BOMBCHU_20
Market Bombchu Shop Item 4,                                 shop,           NONE,                 BOMBCHU_SHOP,                   0x0b,                       BOMBCHU_20
Market Bombchu Shop Item 5,                                 shop,           NONE,                 BOMBCHU_SHOP,                   0x0c,                       BOMBCHU_10
Market Bombchu Shop Item 6,                                 shop,           NONE,                 BOMBCHU_SHOP,                   0x0d,                       BOMBCHU_10
Market Bombchu Shop Item 7,                                 shop,           NONE,                 BOMBCHU_SHOP,                   0x0e,                       BOMBCHU_10
Market Bombchu Shop Item 8,                                 shop,           NONE,                 BOMBCHU_SHOP,                   0x0f,                       BOMBCHU_10
Bombchu Bowling Reward 1,                                   npc,            NONE,                 BOMBCHU_BOWLING_ALLEY,          BOMBCHU_BOWLING_1,          BOMB_BAG
Bombchu Bowling Reward 2,                                   npc,            NONE,                 BOMBCHU_BOWLING_ALLEY,          BOMBCHU_BOWLING_2,          HEART_PIECE
Treasure Game HP,                                           chest,          NONE,                 TREASURE_SHOP,                  0x0a,                       HEART_PIECE
Shooting Gallery Child,                                     npc,            NONE,                 SHOOTING_GALLERY,               SHOOTING_GAME_CHILD,        SLINGSHOT
Shooting Gallery Adult,                                     npc,            NONE,                 SHOOTING_GALLERY,               SHOOTING_GAME_ADULT,        BOW
Hyrule Castle GS Tree,                                      gs,             NONE,                 HYRULE_CASTLE,                  0x7a,                       GS_TOKEN
Hyrule Castle GS Grotto,                                    gs,             NONE,                 GROTTOS,                        0x79,                       GS_TOKEN
Ganon Castle Exterior GS,                                   gs,             NONE,                 GANON_CASTLE_EXTERIOR,          0x78,                       GS_TOKEN
Temple of Time Master Sword,                                npc,            NONE,                 TEMPLE_OF_TIME,                 MASTER_SWORD,               SWORD_MASTER
Temple of Time Medallion,                                   npc,            NONE,                 TEMPLE_OF_TIME,                 LIGHT_MEDALLION,            MEDALLION_LIGHT
Temple of Time Sheik Song,                                  npc,            NONE,                 TEMPLE_OF_TIME,                 SHEIK_LIGHT,                SONG_TP_LIGHT
Temple of Time Light Arrows,                                npc,            NONE,                 TEMPLE_OF_TIME,                 ZELDA_LIGHT_ARROW,          ARROW_LIGHT
Windmill HP,                                                collectible,    NONE,                 TOMB_DAMPE_WINDMILL,            0x01,                       HEART_PIECE
Windmill Song of Storms,                                    npc,            NONE,                 TOMB_DAMPE_WINDMILL,            SONG_STORMS,                SONG_STORMS
Gerudo Valley Chest,                                        chest,          NONE,                 GERUDO_VALLEY,                  0x00,                       RUPEE_PURPLE
Gerudo Valley Crate HP,                                     collectible,    NONE,                 GERUDO_VALLEY,                  0x02,                       HEART_PIECE
Gerudo Valley Waterfall HP,                                 collectible,    NONE,                 GERUDO_VALLEY,                  0x01,                       HEART_PIECE
Gerudo Valley Broken Goron Sword,                           npc,            NONE,                 GERUDO_VALLEY,                  TRADE_BROKEN_GORON_SWORD,   BROKEN_GORON_SWORD
Gerudo Valley Grotto Front Scrub,                           scrub,          NONE,                 GROTTOS,                        0x17,                       POTION_GREEN
